field_ID,bee_species,sex,park,transect_ID,method,date,type,taxonomy_notes
MONO 149,Augochlorella aurata,f,MONO,T70,pan trap,7/22/2021,warm season-multi,NA
MONO 149,Augochlorella aurata,f,MONO,T66,pan trap,7/22/2021,warm season-multi,NA
MONO 149,Augochlorella aurata,f,MONO,T70,pan trap,7/22/2021,warm season-multi,NA
MONO 149,Augochlorella aurata,f,MONO,T69,pan trap,6/13/2022,warm season-multi,NA
MONO 26,Augochlorella aurata,f,MONO,net,hand net,7/22/2021,cool season-hay,NA
MONO 26,Augochlorella aurata,f,MONO,T73,pan trap,8/2/2022,cool season-hay,NA
MONO 56,Augochlorella aurata,f,MONO,T88,pan trap,8/12/2021,cool season-pasture,NA
MONO 56,Augochlorella aurata,m,MONO,T85,pan trap,7/5/2022,cool season-pasture,NA
MONO 58,Augochlorella aurata,f,MONO,T80,pan trap,6/24/2021,cool season-hay,NA
MONO 58,Augochlorella aurata,f,MONO,T80,pan trap,6/24/2021,cool season-hay,NA
MONO 58,Augochlorella aurata,f,MONO,T80,pan trap,6/24/2021,cool season-hay,NA
MONO 58,Augochlorella aurata,f,MONO,T80,pan trap,6/24/2021,cool season-hay,NA
MONO 58,Augochlorella aurata,f,MONO,T80,pan trap,6/24/2021,cool season-hay,NA
MONO 77,Augochlorella aurata,f,MONO,T104,pan trap,8/9/2021,cool season-pasture,NA
MONO 94,Augochlorella aurata,f,MONO,T106,pan trap,6/17/2021,cool season-pasture,NA
MONO 94,Augochlorella aurata,m,MONO,net,hand net,8/9/2021,cool season-pasture,NA
MONO 94,Augochlorella aurata,f,MONO,T106,pan trap,7/5/2022,cool season-pasture,NA
MONO 94,Augochlorella aurata,f,MONO,net,hand net,7/5/2022,cool season-pasture,NA
ANTI 10,Augochlorella persimilis,f,ANTI,T30,pan trap,7/20/2021,cool season-hay,NA
ANTI 3,Augochlorella persimilis,f,ANTI,T33,pan trap,6/8/2021,cool season-pasture,NA
ANTI 3,Augochlorella persimilis,f,ANTI,T33,pan trap,6/8/2021,cool season-pasture,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T8,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T8,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T8,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T8,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T8,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T8,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T8,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T8,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T8,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T7,pan trap,7/14/2022,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,net,hand net,7/14/2022,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T7,pan trap,7/14/2022,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T7,pan trap,7/14/2022,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T8,pan trap,7/14/2022,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T7,pan trap,7/14/2022,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T7,pan trap,7/14/2022,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T8,pan trap,7/14/2022,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T8,pan trap,7/14/2022,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T8,pan trap,7/14/2022,warm season-multi,NA
ANTI 36,Augochlorella persimilis,f,ANTI,T8,pan trap,7/14/2022,warm season-multi,NA
ANTI 37,Augochlorella persimilis,f,ANTI,T4,pan trap,6/29/2021,warm season-multi,NA
ANTI 37,Augochlorella persimilis,f,ANTI,T4,pan trap,6/29/2021,warm season-multi,NA
ANTI 38,Augochlorella persimilis,f,ANTI,T1,pan trap,6/29/2022,warm season-multi,NA
ANTI 38,Augochlorella persimilis,f,ANTI,T1,pan trap,6/29/2022,warm season-multi,NA
ANTI 38,Augochlorella persimilis,f,ANTI,T1,pan trap,6/29/2022,warm season-multi,NA
ANTI 38,Augochlorella persimilis,f,ANTI,T1,pan trap,6/29/2022,warm season-multi,NA
MANA 61,Augochlorella persimilis,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Augochlorella persimilis,m,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
ANTI 11,Augochloropsis metallica,f,ANTI,net,hand net,7/15/2022,cool season-hay,NA
ANTI 11,Augochloropsis metallica,m,ANTI,net,hand net,7/15/2022,cool season-hay,NA
ANTI 17,Augochloropsis metallica,m,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 17,Augochloropsis metallica,m,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 17,Augochloropsis metallica,m,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 17,Augochloropsis metallica,m,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 17,Augochloropsis metallica,m,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 17,Augochloropsis metallica,m,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 17,Augochloropsis metallica,m,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 17,Augochloropsis metallica,m,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 17,Augochloropsis metallica,m,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 17,Augochloropsis metallica,m,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 17,Augochloropsis metallica,m,ANTI,net,hand net,7/13/2022,cool season-hay,NA
ANTI 17,Augochloropsis metallica,m,ANTI,net,hand net,7/13/2022,cool season-hay,NA
ANTI 3,Augochloropsis metallica,m,ANTI,net,hand net,7/13/2022,cool season-pasture,NA
ANTI 3,Augochloropsis metallica,f,ANTI,net,hand net,7/13/2022,cool season-pasture,NA
ANTI 33,Augochloropsis metallica,f,ANTI,T20,pan trap,7/27/2022,warm season-multi,NA
ANTI 7,Augochloropsis metallica,f,ANTI,net,hand net,9/15/2021,cool season-pasture,NA
ANTI 8,Augochloropsis metallica,m,ANTI,net,hand net,7/14/2022,cool season-pasture,NA
CHOH 8,Augochloropsis metallica,f,CHOH,T214,pan trap,6/14/2022,cool season-hay,NA
CHOH 9,Augochloropsis metallica,f,CHOH,T226,pan trap,8/4/2021,cool season-hay,NA
MANA 21,Augochloropsis metallica,f,MANA,net,hand net,8/9/2022,cool season-hay,NA
MANA 21,Augochloropsis metallica,f,MANA,net,hand net,8/9/2022,cool season-hay,NA
MANA 21,Augochloropsis metallica,f,MANA,net,hand net,8/9/2022,cool season-hay,NA
MANA 21,Augochloropsis metallica,f,MANA,net,hand net,8/9/2022,cool season-hay,NA
MANA 48,Augochloropsis metallica,f,MANA,net,hand net,8/26/2021,warm season-multi,NA
MANA 48,Augochloropsis metallica,m,MANA,net,hand net,8/26/2021,warm season-multi,NA
MANA 49,Augochloropsis metallica,f,MANA,net,hand net,7/25/2022,warm season-multi,NA
MANA 8,Augochloropsis metallica,f,MANA,T139,pan trap,9/2/2021,cool season-hay,NA
ANTI 12,Augochloropsis viridissima,f,ANTI,T63,pan trap,6/8/2022,warm season-multi,NA
CHOH 1_3,Augochloropsis viridissima,f,CHOH,T216,pan trap,5/23/2022,cool season-hay,NA
CHOH 9,Augochloropsis viridissima,f,CHOH,net,hand net,8/16/2022,cool season-hay,NA
ANTI 1,Bombus bimaculatus,m,ANTI,T42,pan trap,6/21/2022,cool season-pasture,NA
ANTI 1,Bombus bimaculatus,f,ANTI,T42,pan trap,6/21/2022,cool season-pasture,NA
ANTI 1,Bombus bimaculatus,m,ANTI,T42,pan trap,6/21/2022,cool season-pasture,NA
ANTI 1,Bombus bimaculatus,m,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 10,Bombus bimaculatus,f,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 10,Bombus bimaculatus,m,ANTI,T30,pan trap,9/14/2021,cool season-hay,NA
ANTI 10,Bombus bimaculatus,f,ANTI,net,hand net,6/21/2022,cool season-hay,NA
ANTI 10,Bombus bimaculatus,m,ANTI,net,hand net,6/21/2022,cool season-hay,NA
ANTI 10,Bombus bimaculatus,m,ANTI,net,hand net,6/21/2022,cool season-hay,NA
ANTI 11,Bombus bimaculatus,m,ANTI,net,hand net,7/7/2021,cool season-hay,NA
ANTI 11,Bombus bimaculatus,f,ANTI,T22,pan trap,5/26/2022,cool season-hay,NA
ANTI 12,Bombus bimaculatus,f,ANTI,T62,pan trap,6/8/2022,warm season-multi,NA
ANTI 12,Bombus bimaculatus,f,ANTI,T63,pan trap,6/8/2022,warm season-multi,NA
ANTI 21,Bombus bimaculatus,f,ANTI,net,hand net,6/9/2021,cool season-hay,NA
ANTI 21,Bombus bimaculatus,f,ANTI,net,hand net,6/9/2021,cool season-hay,NA
ANTI 32,Bombus bimaculatus,f,ANTI,T10,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Bombus bimaculatus,m,ANTI,T10,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Bombus bimaculatus,f,ANTI,T10,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Bombus bimaculatus,m,ANTI,T10,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Bombus bimaculatus,m,ANTI,T10,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Bombus bimaculatus,f,ANTI,T10,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Bombus bimaculatus,m,ANTI,T10,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Bombus bimaculatus,f,ANTI,T10,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Bombus bimaculatus,f,ANTI,T16,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Bombus bimaculatus,m,ANTI,T16,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Bombus bimaculatus,f,ANTI,net,hand net,6/23/2021,warm season-multi,NA
ANTI 32,Bombus bimaculatus,m,ANTI,net,hand net,6/23/2021,warm season-multi,NA
ANTI 32,Bombus bimaculatus,f,ANTI,net,hand net,6/8/2022,warm season-multi,NA
ANTI 32,Bombus bimaculatus,f,ANTI,T12,pan trap,6/8/2022,warm season-multi,NA
ANTI 33,Bombus bimaculatus,f,ANTI,net,hand net,6/24/2021,warm season-multi,NA
ANTI 36,Bombus bimaculatus,f,ANTI,T8,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Bombus bimaculatus,f,ANTI,T7,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Bombus bimaculatus,m,ANTI,net,hand net,6/9/2021,warm season-multi,NA
ANTI 36,Bombus bimaculatus,f,ANTI,net,hand net,6/9/2021,warm season-multi,NA
ANTI 37,Bombus bimaculatus,f,ANTI,T4,pan trap,6/29/2021,warm season-multi,NA
ANTI 37,Bombus bimaculatus,f,ANTI,T4,pan trap,6/29/2021,warm season-multi,NA
ANTI 37,Bombus bimaculatus,f,ANTI,T4,pan trap,6/29/2021,warm season-multi,NA
ANTI 37,Bombus bimaculatus,m,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 37,Bombus bimaculatus,m,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 37,Bombus bimaculatus,m,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 38,Bombus bimaculatus,m,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 38,Bombus bimaculatus,m,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 38,Bombus bimaculatus,m,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 38,Bombus bimaculatus,m,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 38,Bombus bimaculatus,m,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 4,Bombus bimaculatus,f,ANTI,net,hand net,7/9/2021,cool season-pasture,NA
ANTI 4,Bombus bimaculatus,m,ANTI,net,hand net,6/28/2022,cool season-pasture,NA
ANTI 4,Bombus bimaculatus,f,ANTI,net,hand net,6/28/2022,cool season-pasture,NA
ANTI 4,Bombus bimaculatus,m,ANTI,net,hand net,6/28/2022,cool season-pasture,NA
ANTI 5,Bombus bimaculatus,f,ANTI,T170,pan trap,6/8/2021,cool season-hay,NA
ANTI 5,Bombus bimaculatus,f,ANTI,net,hand net,6/8/2021,cool season-hay,NA
ANTI 5,Bombus bimaculatus,f,ANTI,net,hand net,6/8/2021,cool season-hay,NA
ANTI 7,Bombus bimaculatus,m,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 7,Bombus bimaculatus,m,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 7,Bombus bimaculatus,m,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 7,Bombus bimaculatus,m,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 7,Bombus bimaculatus,m,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 7,Bombus bimaculatus,m,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 7,Bombus bimaculatus,m,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 7,Bombus bimaculatus,m,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 7,Bombus bimaculatus,m,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 7,Bombus bimaculatus,m,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 7,Bombus bimaculatus,m,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 8,Bombus bimaculatus,f,ANTI,net,hand net,5/26/2022,cool season-pasture,NA
ANTI 8,Bombus bimaculatus,f,ANTI,net,hand net,5/26/2022,cool season-pasture,NA
CHOH 0,Bombus bimaculatus,f,CHOH,T110,pan trap,7/13/2021,cool season-hay,NA
CHOH 0,Bombus bimaculatus,f,CHOH,T110,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Bombus bimaculatus,m,CHOH,net,hand net,7/13/2021,cool season-hay,NA
CHOH 1_3,Bombus bimaculatus,f,CHOH,net,hand net,7/13/2021,cool season-hay,NA
CHOH 1_3,Bombus bimaculatus,f,CHOH,T222,pan trap,7/13/2021,cool season-hay,NA
CHOH 1_3,Bombus bimaculatus,f,CHOH,T222,pan trap,7/13/2021,cool season-hay,NA
CHOH 1_3,Bombus bimaculatus,f,CHOH,T224,pan trap,7/13/2021,cool season-hay,NA
CHOH 1_3,Bombus bimaculatus,f,CHOH,T222,pan trap,7/13/2021,cool season-hay,NA
CHOH 2,Bombus bimaculatus,f,CHOH,T117,pan trap,6/15/2021,cool season-hay,NA
CHOH 2,Bombus bimaculatus,m,CHOH,T116,pan trap,6/15/2022,cool season-hay,NA
CHOH 2,Bombus bimaculatus,f,CHOH,T116,pan trap,6/15/2022,cool season-hay,NA
CHOH 9,Bombus bimaculatus,m,CHOH,net,hand net,6/15/2021,cool season-hay,NA
CHOH 9,Bombus bimaculatus,f,CHOH,T227,pan trap,6/15/2021,cool season-hay,NA
CHOH 9,Bombus bimaculatus,f,CHOH,T226,pan trap,6/14/2022,cool season-hay,NA
MANA 43,Bombus bimaculatus,m,MANA,net,hand net,6/27/2022,warm season-multi,NA
MANA 49,Bombus bimaculatus,f,MANA,net,hand net,5/31/2022,warm season-multi,NA
MANA 49,Bombus bimaculatus,f,MANA,net,hand net,5/31/2022,warm season-multi,NA
MANA 49,Bombus bimaculatus,f,MANA,net,hand net,5/31/2022,warm season-multi,NA
MANA 61,Bombus bimaculatus,f,MANA,net,hand net,6/1/2021,warm season-multi,NA
MONO 149,Bombus bimaculatus,m,MONO,T72,pan trap,6/13/2022,warm season-multi,NA
MONO 26,Bombus bimaculatus,f,MONO,T76,pan trap,5/21/2021,cool season-hay,NA
MONO 26,Bombus bimaculatus,f,MONO,net,hand net,5/21/2021,cool season-hay,NA
MONO 26,Bombus bimaculatus,f,MONO,T74,pan trap,6/6/2022,cool season-hay,NA
MONO 56,Bombus bimaculatus,f,MONO,net,hand net,6/25/2021,cool season-pasture,NA
MONO 58,Bombus bimaculatus,m,MONO,T79,pan trap,6/24/2021,cool season-hay,NA
MONO 58,Bombus bimaculatus,f,MONO,net,hand net,6/25/2021,cool season-hay,NA
MONO 77,Bombus bimaculatus,m,MONO,T100,pan trap,6/17/2021,cool season-pasture,NA
MONO 77,Bombus bimaculatus,m,MONO,T100,pan trap,6/17/2021,cool season-pasture,NA
MONO 77,Bombus bimaculatus,m,MONO,T100,pan trap,6/17/2021,cool season-pasture,NA
MONO 77,Bombus bimaculatus,m,MONO,net,hand net,8/9/2021,cool season-pasture,NA
MONO 94,Bombus bimaculatus,m,MONO,T105,pan trap,6/17/2021,cool season-pasture,NA
MONO 94,Bombus bimaculatus,m,MONO,T105,pan trap,6/17/2021,cool season-pasture,NA
MONO 94,Bombus bimaculatus,f,MONO,net,hand net,6/17/2021,cool season-pasture,NA
MONO 94,Bombus bimaculatus,f,MONO,net,hand net,6/17/2021,cool season-pasture,NA
MONO 94,Bombus bimaculatus,f,MONO,net,hand net,6/17/2021,cool season-pasture,NA
MONO 94,Bombus bimaculatus,m,MONO,net,hand net,6/17/2021,cool season-pasture,NA
MONO 94,Bombus bimaculatus,m,MONO,net,hand net,6/17/2021,cool season-pasture,NA
MONO 94,Bombus bimaculatus,f,MONO,net,hand net,6/17/2021,cool season-pasture,NA
MONO 94,Bombus bimaculatus,m,MONO,net,hand net,7/5/2022,cool season-pasture,NA
ANTI 1,Bombus fervidus,f,ANTI,T43,pan trap,6/21/2022,cool season-pasture,NA
ANTI 1,Bombus fervidus,f,ANTI,T41,pan trap,8/3/2022,cool season-pasture,NA
ANTI 11,Bombus fervidus,f,ANTI,T21,pan trap,7/7/2021,cool season-hay,NA
ANTI 11,Bombus fervidus,f,ANTI,T21,pan trap,7/7/2021,cool season-hay,NA
ANTI 11,Bombus fervidus,f,ANTI,T21,pan trap,7/7/2021,cool season-hay,NA
ANTI 12,Bombus fervidus,f,ANTI,T63,pan trap,7/7/2021,warm season-multi,NA
ANTI 12,Bombus fervidus,f,ANTI,T62,pan trap,7/7/2021,warm season-multi,NA
ANTI 17,Bombus fervidus,f,ANTI,net,hand net,7/13/2022,cool season-hay,NA
ANTI 21,Bombus fervidus,f,ANTI,T167,pan trap,6/8/2021,cool season-hay,NA
ANTI 3,Bombus fervidus,f,ANTI,T34,pan trap,8/2/2021,cool season-pasture,NA
ANTI 32,Bombus fervidus,f,ANTI,T18,pan trap,6/8/2022,warm season-multi,NA
ANTI 33,Bombus fervidus,f,ANTI,net,hand net,6/24/2021,warm season-multi,NA
ANTI 33,Bombus fervidus,m,ANTI,T20,pan trap,8/11/2021,warm season-multi,NA
ANTI 33,Bombus fervidus,f,ANTI,net,hand net,8/11/2021,warm season-multi,NA
ANTI 33,Bombus fervidus,f,ANTI,T19,pan trap,6/8/2022,warm season-multi,NA
ANTI 37,Bombus fervidus,f,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 7,Bombus fervidus,f,ANTI,net,hand net,7/20/2021,cool season-pasture,NA
ANTI 7,Bombus fervidus,f,ANTI,net,hand net,7/20/2021,cool season-pasture,NA
ANTI 8,Bombus fervidus,f,ANTI,T44,pan trap,7/14/2022,cool season-pasture,NA
CHOH 0,Bombus fervidus,f,CHOH,T111,pan trap,7/13/2021,cool season-hay,NA
CHOH 0,Bombus fervidus,f,CHOH,T111,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Bombus fervidus,f,CHOH,T222,pan trap,7/13/2021,cool season-hay,NA
CHOH 1_3,Bombus fervidus,m,CHOH,T222,pan trap,7/13/2021,cool season-hay,NA
CHOH 1_3,Bombus fervidus,f,CHOH,T222,pan trap,7/13/2021,cool season-hay,NA
CHOH 1_3,Bombus fervidus,m,CHOH,net,hand net,7/13/2021,cool season-hay,NA
CHOH 2,Bombus fervidus,m,CHOH,T116,pan trap,6/15/2022,cool season-hay,NA
CHOH 2,Bombus fervidus,f,CHOH,T117,pan trap,8/16/2022,cool season-hay,NA
CHOH 8,Bombus fervidus,m,CHOH,T213,pan trap,8/4/2021,cool season-hay,NA
CHOH 8,Bombus fervidus,m,CHOH,T213,pan trap,8/4/2021,cool season-hay,NA
CHOH 9,Bombus fervidus,f,CHOH,T226,pan trap,6/15/2021,cool season-hay,NA
CHOH 9,Bombus fervidus,m,CHOH,T225,pan trap,8/4/2021,cool season-hay,NA
MANA 57,Bombus fervidus,f,MANA,T165,pan trap,7/11/2022,warm season-multi,NA
MONO 26,Bombus fervidus,m,MONO,T75,pan trap,8/2/2022,cool season-hay,NA
MONO 56,Bombus fervidus,f,MONO,T92,pan trap,6/24/2021,cool season-pasture,NA
MONO 58,Bombus fervidus,m,MONO,T79,pan trap,6/24/2021,cool season-hay,NA
MONO 58,Bombus fervidus,f,MONO,T82,pan trap,8/12/2021,cool season-hay,NA
MONO 94,Bombus fervidus,f,MONO,net,hand net,8/9/2021,cool season-pasture,NA
MONO 94,Bombus fervidus,m,MONO,net,hand net,8/9/2021,cool season-pasture,NA
ANTI 1,Bombus griseocollis,f,ANTI,net,hand net,6/29/2021,cool season-pasture,NA
ANTI 1,Bombus griseocollis,f,ANTI,net,hand net,6/29/2021,cool season-pasture,NA
ANTI 1,Bombus griseocollis,f,ANTI,net,hand net,6/29/2021,cool season-pasture,NA
ANTI 1,Bombus griseocollis,f,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 1,Bombus griseocollis,f,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 1,Bombus griseocollis,f,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 1,Bombus griseocollis,m,ANTI,T42,pan trap,6/21/2022,cool season-pasture,NA
ANTI 1,Bombus griseocollis,m,ANTI,T42,pan trap,6/21/2022,cool season-pasture,NA
ANTI 1,Bombus griseocollis,f,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 10,Bombus griseocollis,m,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 10,Bombus griseocollis,f,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 10,Bombus griseocollis,m,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 10,Bombus griseocollis,f,ANTI,T30,pan trap,7/20/2021,cool season-hay,NA
ANTI 10,Bombus griseocollis,f,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 10,Bombus griseocollis,f,ANTI,net,hand net,6/21/2022,cool season-hay,NA
ANTI 10,Bombus griseocollis,m,ANTI,net,hand net,6/21/2022,cool season-hay,NA
ANTI 10,Bombus griseocollis,f,ANTI,net,hand net,6/21/2022,cool season-hay,NA
ANTI 10,Bombus griseocollis,m,ANTI,net,hand net,6/21/2022,cool season-hay,NA
ANTI 10,Bombus griseocollis,f,ANTI,net,hand net,6/21/2022,cool season-hay,NA
ANTI 10,Bombus griseocollis,m,ANTI,net,hand net,6/21/2022,cool season-hay,NA
ANTI 10,Bombus griseocollis,f,ANTI,net,hand net,6/21/2022,cool season-hay,NA
ANTI 10,Bombus griseocollis,m,ANTI,net,hand net,6/21/2022,cool season-hay,NA
ANTI 11,Bombus griseocollis,m,ANTI,net,hand net,7/7/2021,cool season-hay,NA
ANTI 11,Bombus griseocollis,m,ANTI,net,hand net,7/7/2021,cool season-hay,NA
ANTI 11,Bombus griseocollis,f,ANTI,net,hand net,7/7/2021,cool season-hay,NA
ANTI 11,Bombus griseocollis,m,ANTI,net,hand net,7/7/2021,cool season-hay,NA
ANTI 11,Bombus griseocollis,m,ANTI,net,hand net,7/7/2021,cool season-hay,NA
ANTI 17,Bombus griseocollis,m,ANTI,T28,pan trap,7/20/2021,cool season-hay,NA
ANTI 17,Bombus griseocollis,m,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 21,Bombus griseocollis,f,ANTI,net,hand net,6/9/2021,cool season-hay,NA
ANTI 3,Bombus griseocollis,m,ANTI,T34,pan trap,7/13/2022,cool season-pasture,NA
ANTI 32,Bombus griseocollis,f,ANTI,net,hand net,6/23/2021,warm season-multi,NA
ANTI 32,Bombus griseocollis,f,ANTI,net,hand net,6/23/2021,warm season-multi,NA
ANTI 32,Bombus griseocollis,f,ANTI,net,hand net,6/23/2021,warm season-multi,NA
ANTI 32,Bombus griseocollis,f,ANTI,net,hand net,6/23/2021,warm season-multi,NA
ANTI 32,Bombus griseocollis,f,ANTI,net,hand net,6/23/2021,warm season-multi,NA
ANTI 32,Bombus griseocollis,f,ANTI,net,hand net,6/23/2021,warm season-multi,NA
ANTI 32,Bombus griseocollis,f,ANTI,T16,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Bombus griseocollis,m,ANTI,T16,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Bombus griseocollis,f,ANTI,T13,pan trap,8/11/2021,warm season-multi,NA
ANTI 32,Bombus griseocollis,f,ANTI,net,hand net,6/8/2022,warm season-multi,NA
ANTI 32,Bombus griseocollis,f,ANTI,net,hand net,6/8/2022,warm season-multi,NA
ANTI 32,Bombus griseocollis,f,ANTI,net,hand net,6/8/2022,warm season-multi,NA
ANTI 32,Bombus griseocollis,f,ANTI,net,hand net,6/8/2022,warm season-multi,NA
ANTI 32,Bombus griseocollis,f,ANTI,net,hand net,6/8/2022,warm season-multi,NA
